makeid,modelid,manufacturerid,vin,batteryinfo,batterytype,bedtype,bodycabtype,bodyclass,enginecylinders,destinationmarket,displacementcc,displacementci,displacementl,doors,drivetype,driverassist,enginecycles,enginemodel,enginekw,entertainmentsystem,fueltypeprimary,gvwr,make,manufacturer,model,modelyear,plantcity,seats,series,steeringlocation,transmissionstyle,trim,vehicletype,windows,axles,brakesystemtype,batterycells,bedlengthin,brakesystemdesc,curbweightlb,airbagloccurtain,airbaglocseatcushion,batterya,batteryv,batterykwh,wheelbasetype,seatrows,valvetraindesign,transmissionspeeds,engineconfiguration,airbaglocfront,fueltypesecondary,fuelinjectiontype,airbaglocknee,enginehp,evdriveunit,plantcountry,plantcompanyname,plantstate,pretensioner,seatbeltsall,adaptivecruisecontrol,adaptiveheadlights,abs,cib,blindspotmon,ncsabodytype,ncsamake,ncsamodel,esc,tractioncontrol,forwardcollisionwarning,lanedeparturewarning,lanekeepsystem,rearvisibilitysystem,parkassist,airbaglocside,trim2,series2,wheelbaseshort,wheelbaselong,note,wheels,trailertype,trailerbodytype,trailerlength,wheelsizefront,wheelsizerear,otherrestraintsysteminfo,coolingtype,enginehp_to,electrificationlevel,chargerlevel,chargerpowerkw,otherengineinfo,batterya_to,batteryv_to,batterykwh_to,turbo,baseprice,batterymodules,batterypacks,topspeedmph,suggestedvin,errorcode,possiblevalues,axleconfiguration,enginemanufacturer,buslength,busfloorconfigtype,bustype,otherbusinfo,custommotorcycletype,motorcyclesuspensiontype,motorcyclechassistype,othermotorcycleinfo,othertrailerinfo,additionalerrortext,cashforclunkers,trackwidth,tpms,activesafetysysnote,dynamicbrakesupport,pedestrianautomaticemergencybraking,autoreversesystem,automaticpedestrianalertingsound,can_aacn,edr,keylessignition,daytimerunninglight,lowerbeamheadlamplightsource,semiautomaticheadlampbeamswitching,adaptivedrivingbeam,saeautomationlevel,saeautomationlevel_to,rearcrosstrafficalert,gcwr,gcwr_to,ncsanote,ncsamappingexception,ncsamapexcapprovedon,ncsamapexcapprovedby,gvwr_to,errortext,rearautomaticemergencybraking,blindspotintervention,lanecenteringassistance,nonlanduse,vehicledescriptor,fueltanktype,fueltankmaterial,combinedbrakingsystem,wheeliemitigation
476,1938,1002,3D73M4CLXBG728752,,,,Crew/Super Crew/Crew Max,Pickup,6,,6700.0,408.85908543470,6.7,,4x2,,,,,,Diesel,"Class 3: 10,001 - 14,000 lb (4,536 - 6,350 kg)",DODGE,CHRYSLER DE MEXICO TOLUCA,Ram,2011,SALTILLO,,Heavy Duty,,,3500,TRUCK,,,Hydraulic,,,,,,,,,,,,,,,,,,,,,MEXICO,Saltillo Assembly,COAHUILA,Yes,Manual,,,,,,,,,,,,,,,,,H (High Line),Dual Rear Wheels,,,,,Not Applicable,Not Applicable,,,,,,,,,,Sales Code for Engine - ETJ,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,"The Model Year decoded for this VIN may be incorrect. If you know the Model year, please enter it and decode again to get more accurate information.",,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,3D73M4CL*BG,,,,
582,3677,1149,WAUXU54B02N575746,,,Not Applicable,Not Applicable,Wagon,8,,4172,254.591060363,4.172000,4,,,,,,,Gasoline,,AUDI,AUDI AG,S6,2002,NECKARSULM,,Avant,,,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,340,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,1st and 2nd Rows,,,,,,,Not Applicable,Not Applicable,,,,Active Seat Belt.,,,,,,50-St/Can. TLEV emission std.  Emissions Certification Test Group: 2ADXV04.2335,,,,,,,,,,0,,,Audi,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WAUXU54B*2N,,,,
468,1821,984,2G4WD562551241063,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,3800.0,231.89022755998,3.8,4,,,,L26,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",BUICK,GENERAL MOTORS LLC,LaCrosse,2005,OSHAWA #2,,CXL,,,,PASSENGER CAR,4,,,,,,,,,,,,,,,,V-Shaped,1st Row (Driver and Passenger),,Sequential Fuel Injection (SFI),,,,CANADA,GMNA,ONTARIO,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,Automatic Occupant Sensor (Passenger),Water,,,,,Name Plate: Pontiac,,,,,,,,,,0,,,WRN1,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Indirect,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,2G4WD562*51,,,,
478,1907,999,3N1AB7AP4FL811558,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,1800.0,109.84273937051,1.8,4,FWD/Front-Wheel Drive,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",NISSAN,"NISSAN MEXICANA, S.A. DE C.V.",Sentra,2015,AGUASCALIENTES,,,,,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,,,MEXICO,"Nissan Mexicana, S.A. de C.V.",AGUASCALIENTES,,Manual,,,,,,,,,,,,,,,,1st and 2nd Rows,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,3N1AB7AP*FL,,,,
472,1855,984,1GKKRNED6EJ056943,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,3600.0,219.68547874103,3.6,4,FWD/Front-Wheel Drive,,,LLT,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",GMC,GENERAL MOTORS LLC,Acadia,2014,LANSING - DELTA TOWNSHIP,,SLE 1,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,All Rows,,,,,,,Dual Overhead Cam (DOHC),,V-Shaped,1st Row (Driver and Passenger),,Stoichiometric Gasoline Direct Injection (SGDI),,,,UNITED STATES (USA),GMNA,MICHIGAN,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,AY0 - Active Manual Belts,,,,,,,,,,,,,,,,0,,,GM,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1GKKRNED*EJ,,,,
583,33783,13983,SCBBP93WX9C517460,,,Not Applicable,Not Applicable,Sedan/Saloon,12,,6000,366.1424645683,6,4,,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",BENTLEY,BENTLEY MOTORS LIMITED,Continental,2009,CREWE,,,,,Flying Spur,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,,,W Shaped,1st Row (Driver and Passenger),,,Driver Seat Only,601,,UNITED KINGDOM (UK),,,,Manual,,,,,,,,,,,,,,,,1st and 2nd Rows,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,Catalyst LEV II,,,,Yes,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,SCBBP93W*9C,,,,
452,1711,966,WBAVB73598K452199,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,2979.1682352,181.8,3.0,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",BMW,BMW AG,335i,2008,MUNICH,,3-Series,,,,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,300,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,"Dual-stage suppl. restraint system (SRS) certified to the advanced airbag requiremnets of FMVSS 208, S14.",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WBAVB735*8K,,,,
452,1709,966,WBAVA33517P743325,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,2995.5552992,182.8,3.0,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",BMW,BMW AG,328i,2007,REGENSBURG,,3-Series,,,,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,230,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,"Dual-stage suppl. restraint system (SRS) certified to the advanced airbag requiremnets of FMVSS 208, S14.",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WBAVA335*7P,,,,
582,3679,1149,WA1AM94L79D882463,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,2967,181.057448729,2.967000,4,,,,,,,Diesel,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",AUDI,AUDI AG,Q7,2009,BRATISLAVA,,,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,225,,SLOVAKIA,,,,Manual,,,,,,,,,,,,,,,,All Rows,,,,,,,Not Applicable,Not Applicable,,,,Advanced Front AirBag,,,,,,50-St/Can. BIN 5 / ULEV II emission std. Emissions Certification Test Group: 9ADXT03.03LD.,,,,,,,,,,0,,,Audi,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WA1AM94L*9D,,,,
582,3148,1149,WAUGGAFC1DN193511,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,2995,183,2.998832712,4,AWD/All-Wheel Drive,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",AUDI,AUDI AG,A6,2013,NECKARSULM,,Premium Plus Quattro,,Automatic,,PASSENGER CAR,,,,,,,,All Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,310,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"Side Guard Air Curtain, Advanced Front Airbags - Active Restraints for Driver and Passenger",,,,,,Fuel: Gas (50-States); Emissions Certification Test Group: DADXJ03.03UF; Federal/California Emission Standard: ULEV II / Bin 5,,,,,,,,,,0,,,Audi,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Indirect,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WAUGGAFC*DN,,,,
468,4955,984,3G5DB03E14S791227,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,3400.0,207.48072992208,3.4,4,4WD/4-Wheel Drive/4x4,,,LA1,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",BUICK,GENERAL MOTORS LLC,Rendezvous,2004,RAMOS ARIZPE,,SRV,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,,,,,MEXICO,,COAHUILA,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,Water,,,,,,,,,,,,,,,0,,,FLT,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,3G5DB03E*4S,,,,
478,1917,996,JN8AE2KP5D9710724,,,,,Minivan,,,3500.0,213.58310433156,3.5,4,4x2,,,,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",NISSAN,"NISSAN MOTOR COMPANY, LTD",Quest,2013,MIYAWAKA,,,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,1st and 2nd and 3rd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,,,JAPAN,Shatai Kyushu Plant,FUKUOKA,,Manual,,,Standard,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,4,Not Applicable,Not Applicable,,,,"2nd row outboard 3-point manual belts, 3rd row center 3-point manual belts, 3rd row outboard 3-point manual belts",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,JN8AE2KP*D9,,,,
483,1947,994,1C4NJPBA7DD946113,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,U.S.,2000.0,122.04748818946,2.0,4,FWD/Front-Wheel Drive,,,,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",JEEP,FCA US LLC,Patriot,2013,BELVIDERE,,,Left-Hand Drive (LHD),,Sport,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,UNITED STATES (USA),Belvidere Assembly,ILLINOIS,,Manual,,,,,,,,,,,,,,,,All Rows,,,,,,,Not Applicable,Not Applicable,,,,Active Seat Belt,,,,,,"Sales Code: ECK,ECN,ECT",,,,No,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1C4NJPBA*DD,,,,
474,1863,988,19XFA1E53AE308936,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,1802.577040,110,1.802577040,4,,,,R18A1,,,Gasoline,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",HONDA,"AMERICAN HONDA MOTOR CO., INC.",Civic,2010,GREENSBURG,,,,Manual/Standard,LX,PASSENGER CAR,,,,,,,,All Rows,,,,,,,Single Overhead Cam (SOHC),5,In-Line,1st Row (Driver and Passenger),,,,140,,UNITED STATES (USA),,INDIANA,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,Rear Restraint System: Seat Belt & Side Curtain Air bag (Rr R/L outer positions) / Seat Belt (Rr center position).,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,19XFA1E5*AE,,,,
476,1895,995,2B3CA8CT3AH946848,,,Not Applicable,Not Applicable,Sedan/Saloon,8,"U.S., Canada, Mexico, Other Export Market (BUX)",5700.0,347.83534133997,5.7,4,RWD/Rear-Wheel Drive,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",DODGE,FCA CANADA INC.,Charger,2010,BRAMPTON,,LX,Left-Hand Drive (LHD),,R/T,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,CANADA,Brampton Assembly,ONTARIO,Yes,Manual,,,,,,,,,,,,,,,,All Rows,R (Race),,,,Body Style is Sedan Tall,,Not Applicable,Not Applicable,,,,Active Seatbelts for all seating positions.,,,,,,"Sales Code for Engine - EZC,EZD,EZE,EZH",,,,No,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,2B3CA8CT*AH,,,,
478,1915,997,5N1BA0NC6FN591077,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,,5600.0,341.73296693050,5.6,4,,,,,,,Flexible Fuel Vehicle (FFV),"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",NISSAN,"NISSAN NORTH AMERICA, INC.",Armada,2015,CANTON,,,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,1st and 2nd and 3rd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,,,UNITED STATES (USA),Nissan North America Inc.,MISSISSIPPI,,Manual,,,Standard,,,,,,,,,,,,,1st Row (Driver and Passenger),,Wagon body style,,,Model Code 0,,Not Applicable,Not Applicable,,,,Front row: 3-point manual belts;  2nd row: outboard and center 3-point belts;  3rd row: outboard and center 3-point belts.,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,5N1BA0NC*FN,,,,
482,3133,1148,WVWAB7AJ0CW481822,,,Not Applicable,Not Applicable,Hatchback/Liftback/Notchback,5,,2480,151.338885354,2.480000,2,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",VOLKSWAGEN,VOLKSWAGEN AG,Golf,2012,WOLFSBURG,,,,Manual/Standard,,PASSENGER CAR,,,,,,,,1st Row (Driver and Passenger),,,,,,,,5,,1st Row (Driver and Passenger),,,,170,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,Active Seat   Belt Advanced Front Air Bags.,,,,,,50-St. BIN 3/PZEV emission. Emissions Certification Test Group: CVWXV02.5259,,,,,,,,,,0,,,Volkswagen,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Indirect,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WVWAB7AJ*CW,,,,
582,3148,1149,WAUKGBFB4AN328886,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,2967,181.057448729,2.967000,4,AWD/All-Wheel Drive,,,Audi,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",AUDI,AUDI AG,A6,2010,NECKARSULM,,Prestige Quattro,,Automatic,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,299.00,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,All Rows,,,,,,,Not Applicable,Not Applicable,,,,"Active Seat Belt, Advanced Front AirBag",,,,,,50-St/Can. BIN 5 / ULEV II emission std. Emissions Certification Test Group: AADXV03.03UF.,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Indirect,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WAUKGBFB*AN,,,,
449,2082,1042,WDDLJ7DB8CA917464,,,Not Applicable,Not Applicable,Sedan/Saloon,8,,4700.0,286.81159724524,4.7,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",MERCEDES-BENZ,MERCEDES-BENZ CARS,CLS-Class,2012,SINDELFINGEN,,CLS550,,,,PASSENGER CAR,,,,,,,,,,,,,,,,,V-Shaped,1st Row (Driver and Passenger),,,,,,GERMANY,,,Yes,Manual,,,,,,,,,,,,,,,,1st and 2nd Rows,,Coupe Style,,,Some of the decoding information provided may vary for non-U.S. market vehicles.,,Not Applicable,Not Applicable,,,,Type 2 seat belts for all occupants. Seat belts on all outboard designated seating positions are equipped with load limiters and pretensioners.,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WDDLJ7DB*CA,,,,
440,1686,956,SCFFDCCD7BG417299,,,Not Applicable,Not Applicable,Convertible/Cabriolet,12,,5900.0,360.04009015892,5.9,2,,,,AM08,380,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",ASTON MARTIN,ASTON MARTIN LAGONDA LIMITED,DBS,2011,GAYDON,4,VH3,Left-Hand Drive (LHD),Automatic,,PASSENGER CAR,,,,,,,,,,,,,,2,Dual Overhead Cam (DOHC),6,V-Shaped,1st Row (Driver and Passenger),,Multipoint Fuel Injection (MPFI),,,,UNITED KINGDOM (UK),,,Yes,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,Volante,,,,,Not Applicable,Not Applicable,,,,"Seat belts = Driver: 3-point ELR + pyro-pretensioner, Passenger: 3-point ELR/ALR + pyro-pretensioner. Rear seats: ELR/ALR.  Side airbags (in seat).  Side curtain airbags (in door).  ",,,,,,,,,,,,,,,,0,,,Aston Martin,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,SCFFDCCD*BG,,,,
582,3147,1150,WUARL48H39K057247,,,Not Applicable,Not Applicable,Convertible/Cabriolet,8,,4163,254.041846666,4.163000,2,AWD/All-Wheel Drive,,,,,,Gasoline,,AUDI,AUDI SPORT GMBH,S4,2009,KARMANN - RHEINE,,Cabriolet quattro,,,,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,344,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"Advanced Front AirBag, Active Seat Belt, Advanced Front AirBag",,,,,,50-St/Can. BIN 5 / LEV II emission std.  Emissions Certification Test Group: 9ADXV04.2355,,,,,,,,,,0,,,Audi,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WUARL48H*9K,,,,
478,1922,997,1N6AF0LX8FN085934,,,,,Cargo Van,,,5600.0,341.73296693050,5.6,,RWD/Rear-Wheel Drive,,,,,,Gasoline,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",NISSAN,"NISSAN NORTH AMERICA, INC.",NV,2015,CANTON,,,,,,TRUCK,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,UNITED STATES (USA),Nissan North America Inc.,MISSISSIPPI,,Manual,,,Standard,,,,,,,,,,,,,,,High Roof Van,,,Position 6 is Model Change Number Code.,,Not Applicable,Not Applicable,,,,1st row 3-point manual seat belts.,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1N6AF0LX*FN,,,,
468,1821,984,1G4GA5GC0BF326580,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,2400.0,146.45698582735,2.4,4,,,,LAF,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",BUICK,GENERAL MOTORS LLC,LaCrosse,2011,KANSAS CITY,,CX,,,,PASSENGER CAR,4,,,,,,,,,,,,,,Dual Overhead Cam (DOHC),,,1st Row (Driver and Passenger),,,,,,UNITED STATES (USA),Fairfax Assembly,KANSAS,,Manual,,,,,,,,,,,,,,,,All Rows,,,,,Body Type: Notchback,,Not Applicable,Not Applicable,,,,"Airbags: Rear Seat Side (2nd row), Roof Side (all seating rows)",,,,,,"ALUM, VVT: Variable Valve Timing.",,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1G4GA5GC*BF,,,,
469,1843,984,1GYS3DEF6CR066518,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),8,,6200.0,378.34721338734,6.2,4,4x2,,,"L94 - Flex Fuel(Gas/ALC), ALUM Cylinder Deactivation",,,Gasoline,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",CADILLAC,GENERAL MOTORS LLC,Escalade,2012,ARLINGTON,,,,,Platinum,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,All Rows,,,,,,,,,,1st Row (Driver and Passenger),Ethanol (E85),Sequential Fuel Injection (SFI),,,,UNITED STATES (USA),GMNA,TEXAS,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1GYS3DEF*CR,,,,
584,7900,13510,WP0AA2A84AU167845,,,Not Applicable,Not Applicable,Coupe,6,,2900.0,176.96885787472,2.9,2,,,,,,,Gasoline,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",PORSCHE,DR. ING. H.C.F. PORSCHE AG,Cayman,2010,UUSIKAUPUNKI,,,,,,PASSENGER CAR,,,,,,,,,,,,,,,,,,,,,,265,,FINLAND,Valmet,,,,,,,,,,,,,,,,,,,,,Type 987,,,GVWR: 3605-3682 lb,,Not Applicable,Not Applicable,,,,"Restraint System: Passive  ",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WP0AA2A8*AU,,,,
452,2170,966,WBA1F5C51FV314756,,,Not Applicable,Not Applicable,Coupe,4,,1995.9443952,121.8,2.00,2,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",BMW,BMW AG,228i,2015,LEIPZIG,,228I,,,Coupe,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,1st Row (Driver and Passenger),241,,GERMANY,,,Yes,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WBA1F5C5*FV,,,,
